#    L    TT             EE             TE             PP             TP          
  5673    0.40047E-01    0.71639E-03   -0.29909E-03    0.19249E+05    0.30035E+00
  5674    0.39985E-01    0.71464E-03   -0.29480E-03    0.19243E+05    0.30008E+00
  5675    0.39921E-01    0.71296E-03   -0.29056E-03    0.19238E+05    0.29980E+00
  5676    0.39857E-01    0.71135E-03   -0.28638E-03    0.19232E+05    0.29952E+00
  5677    0.39794E-01    0.70968E-03   -0.28224E-03    0.19227E+05    0.29923E+00
  5678    0.39730E-01    0.70800E-03   -0.27815E-03    0.19221E+05    0.29895E+00
  5679    0.39667E-01    0.70646E-03   -0.27412E-03    0.19216E+05    0.29867E+00
  5680    0.39604E-01    0.70486E-03   -0.27014E-03    0.19210E+05    0.29839E+00
  5681    0.39540E-01    0.70327E-03   -0.26622E-03    0.19205E+05    0.29810E+00
  5682    0.39476E-01    0.70174E-03   -0.26234E-03    0.19199E+05    0.29782E+00
  5683    0.39414E-01    0.70013E-03   -0.25852E-03    0.19194E+05    0.29753E+00
  5684    0.39350E-01    0.69861E-03   -0.25476E-03    0.19188E+05    0.29724E+00
  5685    0.39286E-01    0.69708E-03   -0.25103E-03    0.19183E+05    0.29696E+00
  5686    0.39223E-01    0.69555E-03   -0.24736E-03    0.19177E+05    0.29667E+00
  5687    0.39160E-01    0.69402E-03   -0.24375E-03    0.19172E+05    0.29638E+00
  5688    0.39096E-01    0.69256E-03   -0.24019E-03    0.19167E+05    0.29609E+00
  5689    0.39034E-01    0.69102E-03   -0.23668E-03    0.19161E+05    0.29580E+00
  5690    0.38969E-01    0.68956E-03   -0.23323E-03    0.19156E+05    0.29551E+00
  5691    0.38906E-01    0.68816E-03   -0.22982E-03    0.19150E+05    0.29522E+00
  5692    0.38843E-01    0.68662E-03   -0.22647E-03    0.19145E+05    0.29492E+00
  5693    0.38780E-01    0.68523E-03   -0.22317E-03    0.19139E+05    0.29463E+00
  5694    0.38716E-01    0.68376E-03   -0.21992E-03    0.19134E+05    0.29434E+00
  5695    0.38653E-01    0.68237E-03   -0.21672E-03    0.19128E+05    0.29404E+00
  5696    0.38589E-01    0.68090E-03   -0.21357E-03    0.19123E+05    0.29375E+00
  5697    0.38526E-01    0.67951E-03   -0.21047E-03    0.19118E+05    0.29345E+00
  5698    0.38463E-01    0.67811E-03   -0.20742E-03    0.19112E+05    0.29315E+00
  5699    0.38399E-01    0.67672E-03   -0.20443E-03    0.19107E+05    0.29285E+00
  5700    0.38336E-01    0.67540E-03   -0.20149E-03    0.19101E+05    0.29256E+00
  5701    0.38273E-01    0.67399E-03   -0.19860E-03    0.19096E+05    0.29226E+00
  5702    0.38209E-01    0.67260E-03   -0.19575E-03    0.19090E+05    0.29196E+00
  5703    0.38146E-01    0.67127E-03   -0.19296E-03    0.19085E+05    0.29166E+00
  5704    0.38084E-01    0.66994E-03   -0.19022E-03    0.19080E+05    0.29136E+00
  5705    0.38019E-01    0.66853E-03   -0.18752E-03    0.19074E+05    0.29105E+00
  5706    0.37956E-01    0.66721E-03   -0.18488E-03    0.19069E+05    0.29075E+00
  5707    0.37893E-01    0.66588E-03   -0.18228E-03    0.19063E+05    0.29045E+00
  5708    0.37831E-01    0.66463E-03   -0.17974E-03    0.19058E+05    0.29014E+00
  5709    0.37767E-01    0.66330E-03   -0.17723E-03    0.19053E+05    0.28984E+00
  5710    0.37704E-01    0.66198E-03   -0.17478E-03    0.19047E+05    0.28953E+00
  5711    0.37641E-01    0.66073E-03   -0.17238E-03    0.19042E+05    0.28923E+00
  5712    0.37578E-01    0.65940E-03   -0.17002E-03    0.19036E+05    0.28892E+00
  5713    0.37517E-01    0.65815E-03   -0.16770E-03    0.19031E+05    0.28861E+00
  5714    0.37453E-01    0.65683E-03   -0.16544E-03    0.19026E+05    0.28831E+00
  5715    0.37391E-01    0.65558E-03   -0.16322E-03    0.19020E+05    0.28800E+00
  5716    0.37328E-01    0.65432E-03   -0.16104E-03    0.19015E+05    0.28769E+00
  5717    0.37266E-01    0.65307E-03   -0.15890E-03    0.19009E+05    0.28738E+00
  5718    0.37203E-01    0.65180E-03   -0.15681E-03    0.19004E+05    0.28707E+00
  5719    0.37140E-01    0.65054E-03   -0.15477E-03    0.18999E+05    0.28676E+00
  5720    0.37078E-01    0.64928E-03   -0.15277E-03    0.18993E+05    0.28644E+00
  5721    0.37015E-01    0.64802E-03   -0.15081E-03    0.18988E+05    0.28613E+00
  5722    0.36953E-01    0.64675E-03   -0.14889E-03    0.18982E+05    0.28582E+00
  5723    0.36890E-01    0.64548E-03   -0.14701E-03    0.18977E+05    0.28550E+00
  5724    0.36828E-01    0.64428E-03   -0.14518E-03    0.18972E+05    0.28519E+00
  5725    0.36766E-01    0.64301E-03   -0.14338E-03    0.18966E+05    0.28487E+00
  5726    0.36704E-01    0.64174E-03   -0.14163E-03    0.18961E+05    0.28456E+00
  5727    0.36642E-01    0.64054E-03   -0.13991E-03    0.18956E+05    0.28424E+00
  5728    0.36580E-01    0.63927E-03   -0.13823E-03    0.18950E+05    0.28393E+00
  5729    0.36518E-01    0.63807E-03   -0.13660E-03    0.18945E+05    0.28361E+00
  5730    0.36455E-01    0.63680E-03   -0.13500E-03    0.18940E+05    0.28329E+00
  5731    0.36393E-01    0.63559E-03   -0.13344E-03    0.18934E+05    0.28297E+00
  5732    0.36332E-01    0.63436E-03   -0.13191E-03    0.18929E+05    0.28265E+00
  5733    0.36270E-01    0.63314E-03   -0.13041E-03    0.18923E+05    0.28233E+00
  5734    0.36208E-01    0.63191E-03   -0.12897E-03    0.18918E+05    0.28201E+00
  5735    0.36147E-01    0.63070E-03   -0.12754E-03    0.18913E+05    0.28169E+00
  5736    0.36085E-01    0.62946E-03   -0.12615E-03    0.18907E+05    0.28137E+00
  5737    0.36023E-01    0.62825E-03   -0.12480E-03    0.18902E+05    0.28105E+00
  5738    0.35962E-01    0.62702E-03   -0.12348E-03    0.18897E+05    0.28072E+00
  5739    0.35900E-01    0.62579E-03   -0.12219E-03    0.18891E+05    0.28040E+00
  5740    0.35839E-01    0.62456E-03   -0.12093E-03    0.18886E+05    0.28008E+00
  5741    0.35778E-01    0.62334E-03   -0.11971E-03    0.18881E+05    0.27975E+00
  5742    0.35717E-01    0.62210E-03   -0.11851E-03    0.18875E+05    0.27943E+00
  5743    0.35656E-01    0.62087E-03   -0.11735E-03    0.18870E+05    0.27910E+00
  5744    0.35594E-01    0.61964E-03   -0.11622E-03    0.18865E+05    0.27877E+00
  5745    0.35533E-01    0.61841E-03   -0.11510E-03    0.18860E+05    0.27845E+00
  5746    0.35472E-01    0.61717E-03   -0.11403E-03    0.18854E+05    0.27812E+00
  5747    0.35411E-01    0.61594E-03   -0.11297E-03    0.18849E+05    0.27779E+00
  5748    0.35350E-01    0.61471E-03   -0.11194E-03    0.18844E+05    0.27746E+00
  5749    0.35289E-01    0.61348E-03   -0.11095E-03    0.18838E+05    0.27713E+00
  5750    0.35229E-01    0.61224E-03   -0.10997E-03    0.18833E+05    0.27680E+00
  5751    0.35168E-01    0.61099E-03   -0.10901E-03    0.18828E+05    0.27647E+00
  5752    0.35107E-01    0.60975E-03   -0.10809E-03    0.18822E+05    0.27614E+00
  5753    0.35046E-01    0.60851E-03   -0.10718E-03    0.18817E+05    0.27581E+00
  5754    0.34987E-01    0.60726E-03   -0.10630E-03    0.18812E+05    0.27548E+00
  5755    0.34926E-01    0.60602E-03   -0.10544E-03    0.18806E+05    0.27515E+00
  5756    0.34865E-01    0.60476E-03   -0.10460E-03    0.18801E+05    0.27481E+00
  5757    0.34805E-01    0.60351E-03   -0.10379E-03    0.18796E+05    0.27448E+00
  5758    0.34745E-01    0.60225E-03   -0.10298E-03    0.18791E+05    0.27415E+00
  5759    0.34684E-01    0.60099E-03   -0.10221E-03    0.18785E+05    0.27381E+00
  5760    0.34624E-01    0.59972E-03   -0.10144E-03    0.18780E+05    0.27348E+00
  5761    0.34565E-01    0.59846E-03   -0.10070E-03    0.18775E+05    0.27314E+00
  5762    0.34504E-01    0.59719E-03   -0.99977E-04    0.18769E+05    0.27281E+00
  5763    0.34444E-01    0.59592E-03   -0.99267E-04    0.18764E+05    0.27247E+00
  5764    0.34384E-01    0.59464E-03   -0.98580E-04    0.18759E+05    0.27213E+00
  5765    0.34324E-01    0.59336E-03   -0.97902E-04    0.18754E+05    0.27180E+00
  5766    0.34264E-01    0.59208E-03   -0.97247E-04    0.18748E+05    0.27146E+00
  5767    0.34204E-01    0.59079E-03   -0.96599E-04    0.18743E+05    0.27112E+00
  5768    0.34145E-01    0.58949E-03   -0.95961E-04    0.18738E+05    0.27078E+00
  5769    0.34085E-01    0.58821E-03   -0.95345E-04    0.18733E+05    0.27044E+00
  5770    0.34026E-01    0.58691E-03   -0.94737E-04    0.18727E+05    0.27010E+00
  5771    0.33965E-01    0.58562E-03   -0.94146E-04    0.18722E+05    0.26976E+00
  5772    0.33906E-01    0.58431E-03   -0.93555E-04    0.18717E+05    0.26942E+00
  5773    0.33846E-01    0.58301E-03   -0.92972E-04    0.18712E+05    0.26908E+00
  5774    0.33787E-01    0.58169E-03   -0.92412E-04    0.18706E+05    0.26874E+00
  5775    0.33728E-01    0.58037E-03   -0.91853E-04    0.18701E+05    0.26840E+00
  5776    0.33668E-01    0.57905E-03   -0.91310E-04    0.18696E+05    0.26805E+00
  5777    0.33608E-01    0.57773E-03   -0.90767E-04    0.18691E+05    0.26771E+00
  5778    0.33549E-01    0.57640E-03   -0.90241E-04    0.18685E+05    0.26737E+00
  5779    0.33490E-01    0.57507E-03   -0.89714E-04    0.18680E+05    0.26702E+00
  5780    0.33431E-01    0.57374E-03   -0.89196E-04    0.18675E+05    0.26668E+00
  5781    0.33371E-01    0.57240E-03   -0.88687E-04    0.18670E+05    0.26633E+00
  5782    0.33312E-01    0.57105E-03   -0.88177E-04    0.18664E+05    0.26599E+00
  5783    0.33253E-01    0.56970E-03   -0.87669E-04    0.18659E+05    0.26564E+00
  5784    0.33194E-01    0.56835E-03   -0.87169E-04    0.18654E+05    0.26530E+00
  5785    0.33134E-01    0.56699E-03   -0.86677E-04    0.18649E+05    0.26495E+00
  5786    0.33075E-01    0.56563E-03   -0.86185E-04    0.18643E+05    0.26460E+00
  5787    0.33016E-01    0.56426E-03   -0.85694E-04    0.18638E+05    0.26425E+00
  5788    0.32957E-01    0.56289E-03   -0.85212E-04    0.18633E+05    0.26391E+00
  5789    0.32898E-01    0.56152E-03   -0.84730E-04    0.18628E+05    0.26356E+00
  5790    0.32840E-01    0.56013E-03   -0.84233E-04    0.18623E+05    0.26321E+00
  5791    0.32781E-01    0.55875E-03   -0.83753E-04    0.18617E+05    0.26286E+00
  5792    0.32722E-01    0.55737E-03   -0.83272E-04    0.18612E+05    0.26251E+00
  5793    0.32663E-01    0.55598E-03   -0.82785E-04    0.18607E+05    0.26216E+00
  5794    0.32604E-01    0.55458E-03   -0.82299E-04    0.18602E+05    0.26181E+00
  5795    0.32545E-01    0.55318E-03   -0.81821E-04    0.18597E+05    0.26146E+00
  5796    0.32487E-01    0.55178E-03   -0.81336E-04    0.18591E+05    0.26111E+00
  5797    0.32429E-01    0.55037E-03   -0.80844E-04    0.18586E+05    0.26076E+00
  5798    0.32369E-01    0.54896E-03   -0.80360E-04    0.18581E+05    0.26041E+00
  5799    0.32310E-01    0.54756E-03   -0.79861E-04    0.18576E+05    0.26005E+00
  5800    0.32252E-01    0.54613E-03   -0.79371E-04    0.18571E+05    0.25970E+00
  5801    0.32193E-01    0.54471E-03   -0.78859E-04    0.18565E+05    0.25935E+00
  5802    0.32135E-01    0.54329E-03   -0.78348E-04    0.18560E+05    0.25900E+00
  5803    0.32076E-01    0.54186E-03   -0.77837E-04    0.18555E+05    0.25864E+00
  5804    0.32018E-01    0.54042E-03   -0.77319E-04    0.18550E+05    0.25829E+00
  5805    0.31959E-01    0.53899E-03   -0.76801E-04    0.18545E+05    0.25793E+00
  5806    0.31900E-01    0.53755E-03   -0.76270E-04    0.18539E+05    0.25758E+00
  5807    0.31842E-01    0.53610E-03   -0.75738E-04    0.18534E+05    0.25722E+00
  5808    0.31783E-01    0.53466E-03   -0.75200E-04    0.18529E+05    0.25687E+00
  5809    0.31724E-01    0.53321E-03   -0.74648E-04    0.18524E+05    0.25651E+00
  5810    0.31666E-01    0.53175E-03   -0.74096E-04    0.18519E+05    0.25616E+00
  5811    0.31607E-01    0.53030E-03   -0.73537E-04    0.18514E+05    0.25580E+00
  5812    0.31548E-01    0.52882E-03   -0.72963E-04    0.18508E+05    0.25544E+00
  5813    0.31490E-01    0.52737E-03   -0.72390E-04    0.18503E+05    0.25509E+00
  5814    0.31432E-01    0.52591E-03   -0.71810E-04    0.18498E+05    0.25473E+00
  5815    0.31373E-01    0.52443E-03   -0.71216E-04    0.18493E+05    0.25437E+00
  5816    0.31315E-01    0.52295E-03   -0.70614E-04    0.18488E+05    0.25401E+00
  5817    0.31256E-01    0.52147E-03   -0.69998E-04    0.18483E+05    0.25365E+00
  5818    0.31198E-01    0.52000E-03   -0.69375E-04    0.18478E+05    0.25329E+00
  5819    0.31140E-01    0.51852E-03   -0.68753E-04    0.18472E+05    0.25294E+00
  5820    0.31081E-01    0.51703E-03   -0.68116E-04    0.18467E+05    0.25258E+00
  5821    0.31022E-01    0.51554E-03   -0.67464E-04    0.18462E+05    0.25222E+00
  5822    0.30964E-01    0.51406E-03   -0.66813E-04    0.18457E+05    0.25186E+00
  5823    0.30906E-01    0.51257E-03   -0.66140E-04    0.18452E+05    0.25150E+00
  5824    0.30847E-01    0.51107E-03   -0.65467E-04    0.18447E+05    0.25114E+00
  5825    0.30788E-01    0.50958E-03   -0.64772E-04    0.18442E+05    0.25077E+00
  5826    0.30730E-01    0.50808E-03   -0.64078E-04    0.18436E+05    0.25041E+00
  5827    0.30671E-01    0.50658E-03   -0.63369E-04    0.18431E+05    0.25005E+00
  5828    0.30613E-01    0.50509E-03   -0.62645E-04    0.18426E+05    0.24969E+00
  5829    0.30553E-01    0.50358E-03   -0.61915E-04    0.18421E+05    0.24933E+00
  5830    0.30496E-01    0.50208E-03   -0.61169E-04    0.18416E+05    0.24897E+00
  5831    0.30437E-01    0.50056E-03   -0.60410E-04    0.18411E+05    0.24860E+00
  5832    0.30379E-01    0.49905E-03   -0.59643E-04    0.18406E+05    0.24824E+00
  5833    0.30320E-01    0.49755E-03   -0.58861E-04    0.18401E+05    0.24788E+00
  5834    0.30261E-01    0.49604E-03   -0.58080E-04    0.18395E+05    0.24751E+00
  5835    0.30203E-01    0.49453E-03   -0.57276E-04    0.18390E+05    0.24715E+00
  5836    0.30144E-01    0.49302E-03   -0.56466E-04    0.18385E+05    0.24679E+00
  5837    0.30085E-01    0.49150E-03   -0.55641E-04    0.18380E+05    0.24642E+00
  5838    0.30027E-01    0.48998E-03   -0.54801E-04    0.18375E+05    0.24606E+00
  5839    0.29968E-01    0.48847E-03   -0.53961E-04    0.18370E+05    0.24569E+00
  5840    0.29909E-01    0.48695E-03   -0.53107E-04    0.18365E+05    0.24533E+00
  5841    0.29851E-01    0.48543E-03   -0.52231E-04    0.18360E+05    0.24496E+00
  5842    0.29792E-01    0.48392E-03   -0.51347E-04    0.18355E+05    0.24460E+00
  5843    0.29734E-01    0.48239E-03   -0.50464E-04    0.18350E+05    0.24423E+00
  5844    0.29675E-01    0.48088E-03   -0.49558E-04    0.18344E+05    0.24387E+00
  5845    0.29616E-01    0.47936E-03   -0.48630E-04    0.18339E+05    0.24350E+00
  5846    0.29557E-01    0.47784E-03   -0.47703E-04    0.18334E+05    0.24313E+00
  5847    0.29499E-01    0.47632E-03   -0.46768E-04    0.18329E+05    0.24277E+00
  5848    0.29440E-01    0.47481E-03   -0.45811E-04    0.18324E+05    0.24240E+00
  5849    0.29381E-01    0.47328E-03   -0.44854E-04    0.18319E+05    0.24203E+00
  5850    0.29322E-01    0.47177E-03   -0.43882E-04    0.18314E+05    0.24167E+00
  5851    0.29263E-01    0.47025E-03   -0.42888E-04    0.18309E+05    0.24130E+00
  5852    0.29204E-01    0.46874E-03   -0.41902E-04    0.18304E+05    0.24093E+00
  5853    0.29145E-01    0.46722E-03   -0.40893E-04    0.18299E+05    0.24056E+00
  5854    0.29087E-01    0.46571E-03   -0.39878E-04    0.18294E+05    0.24020E+00
  5855    0.29028E-01    0.46420E-03   -0.38839E-04    0.18289E+05    0.23983E+00
  5856    0.28969E-01    0.46269E-03   -0.37816E-04    0.18283E+05    0.23946E+00
  5857    0.28911E-01    0.46118E-03   -0.36756E-04    0.18278E+05    0.23909E+00
  5858    0.28851E-01    0.45967E-03   -0.35696E-04    0.18273E+05    0.23872E+00
  5859    0.28793E-01    0.45816E-03   -0.34621E-04    0.18268E+05    0.23835E+00
  5860    0.28734E-01    0.45665E-03   -0.33538E-04    0.18263E+05    0.23798E+00
  5861    0.28676E-01    0.45515E-03   -0.32448E-04    0.18258E+05    0.23762E+00
  5862    0.28615E-01    0.45364E-03   -0.31343E-04    0.18253E+05    0.23725E+00
  5863    0.28557E-01    0.45214E-03   -0.30231E-04    0.18248E+05    0.23688E+00
  5864    0.28498E-01    0.45065E-03   -0.29111E-04    0.18243E+05    0.23651E+00
  5865    0.28438E-01    0.44915E-03   -0.27977E-04    0.18238E+05    0.23614E+00
  5866    0.28379E-01    0.44766E-03   -0.26842E-04    0.18233E+05    0.23577E+00
  5867    0.28321E-01    0.44616E-03   -0.25693E-04    0.18228E+05    0.23540E+00
  5868    0.28262E-01    0.44467E-03   -0.24536E-04    0.18223E+05    0.23503E+00
  5869    0.28202E-01    0.44318E-03   -0.23378E-04    0.18218E+05    0.23466E+00
  5870    0.28143E-01    0.44170E-03   -0.22199E-04    0.18213E+05    0.23429E+00
  5871    0.28083E-01    0.44022E-03   -0.21027E-04    0.18208E+05    0.23391E+00
  5872    0.28025E-01    0.43874E-03   -0.19840E-04    0.18203E+05    0.23354E+00
  5873    0.27966E-01    0.43727E-03   -0.18653E-04    0.18198E+05    0.23317E+00
  5874    0.27907E-01    0.43579E-03   -0.17443E-04    0.18193E+05    0.23280E+00
  5875    0.27847E-01    0.43432E-03   -0.16241E-04    0.18188E+05    0.23243E+00
  5876    0.27789E-01    0.43286E-03   -0.15031E-04    0.18183E+05    0.23206E+00
  5877    0.27729E-01    0.43139E-03   -0.13806E-04    0.18178E+05    0.23169E+00
  5878    0.27670E-01    0.42993E-03   -0.12589E-04    0.18173E+05    0.23132E+00
  5879    0.27611E-01    0.42848E-03   -0.11349E-04    0.18168E+05    0.23094E+00
  5880    0.27552E-01    0.42703E-03   -0.10109E-04    0.18163E+05    0.23057E+00
  5881    0.27492E-01    0.42558E-03   -0.88612E-05    0.18158E+05    0.23020E+00
  5882    0.27434E-01    0.42414E-03   -0.76207E-05    0.18153E+05    0.22983E+00
  5883    0.27374E-01    0.42268E-03   -0.63727E-05    0.18148E+05    0.22946E+00
  5884    0.27314E-01    0.42125E-03   -0.51073E-05    0.18143E+05    0.22908E+00
  5885    0.27257E-01    0.41982E-03   -0.38566E-05    0.18138E+05    0.22871E+00
  5886    0.27197E-01    0.41839E-03   -0.25916E-05    0.18133E+05    0.22834E+00
  5887    0.27138E-01    0.41697E-03   -0.13278E-05    0.18128E+05    0.22797E+00
  5888    0.27079E-01    0.41554E-03   -0.52601E-07    0.18123E+05    0.22759E+00
  5889    0.27019E-01    0.41413E-03    0.12213E-05    0.18118E+05    0.22722E+00
  5890    0.26959E-01    0.41272E-03    0.24962E-05    0.18113E+05    0.22685E+00
  5891    0.26901E-01    0.41131E-03    0.37744E-05    0.18108E+05    0.22647E+00
  5892    0.26842E-01    0.40990E-03    0.50528E-05    0.18103E+05    0.22610E+00
  5893    0.26782E-01    0.40850E-03    0.63338E-05    0.18098E+05    0.22573E+00
  5894    0.26723E-01    0.40712E-03    0.76150E-05    0.18093E+05    0.22536E+00
  5895    0.26663E-01    0.40573E-03    0.88973E-05    0.18088E+05    0.22498E+00
  5896    0.26604E-01    0.40434E-03    0.10187E-04    0.18083E+05    0.22461E+00
  5897    0.26546E-01    0.40297E-03    0.11469E-04    0.18078E+05    0.22424E+00
  5898    0.26486E-01    0.40160E-03    0.12750E-04    0.18073E+05    0.22386E+00
  5899    0.26427E-01    0.40024E-03    0.14032E-04    0.18068E+05    0.22349E+00
  5900    0.26369E-01    0.39887E-03    0.15313E-04    0.18063E+05    0.22312E+00
  5901    0.26309E-01    0.39752E-03    0.16593E-04    0.18058E+05    0.22274E+00
  5902    0.26249E-01    0.39617E-03    0.17866E-04    0.18053E+05    0.22237E+00
  5903    0.26191E-01    0.39482E-03    0.19145E-04    0.18048E+05    0.22200E+00
  5904    0.26132E-01    0.39348E-03    0.20423E-04    0.18043E+05    0.22162E+00
  5905    0.26072E-01    0.39214E-03    0.21692E-04    0.18038E+05    0.22125E+00
  5906    0.26013E-01    0.39082E-03    0.22961E-04    0.18033E+05    0.22088E+00
  5907    0.25955E-01    0.38949E-03    0.24227E-04    0.18028E+05    0.22050E+00
  5908    0.25896E-01    0.38817E-03    0.25492E-04    0.18023E+05    0.22013E+00
  5909    0.25837E-01    0.38686E-03    0.26747E-04    0.18018E+05    0.21975E+00
  5910    0.25778E-01    0.38554E-03    0.28006E-04    0.18013E+05    0.21938E+00
  5911    0.25720E-01    0.38425E-03    0.29255E-04    0.18008E+05    0.21901E+00
