#    L    TT             EE             BB             TE             PP             TP             EP          
  5587    0.45224E-01    0.94184E-03    0.00000E+00   -0.79080E-03    0.42288E-09    0.18750E-07   -0.54608E-10
  5588    0.45168E-01    0.93814E-03    0.00000E+00   -0.78493E-03    0.42276E-09    0.18738E-07   -0.54199E-10
  5589    0.45112E-01    0.93452E-03    0.00000E+00   -0.77899E-03    0.42264E-09    0.18727E-07   -0.53792E-10
  5590    0.45056E-01    0.93097E-03    0.00000E+00   -0.77306E-03    0.42252E-09    0.18715E-07   -0.53388E-10
  5591    0.44999E-01    0.92727E-03    0.00000E+00   -0.76705E-03    0.42239E-09    0.18703E-07   -0.52987E-10
  5592    0.44942E-01    0.92372E-03    0.00000E+00   -0.76104E-03    0.42227E-09    0.18691E-07   -0.52588E-10
  5593    0.44886E-01    0.92025E-03    0.00000E+00   -0.75504E-03    0.42215E-09    0.18679E-07   -0.52191E-10
  5594    0.44829E-01    0.91670E-03    0.00000E+00   -0.74888E-03    0.42203E-09    0.18668E-07   -0.51797E-10
  5595    0.44773E-01    0.91322E-03    0.00000E+00   -0.74288E-03    0.42191E-09    0.18656E-07   -0.51406E-10
  5596    0.44716E-01    0.90982E-03    0.00000E+00   -0.73674E-03    0.42178E-09    0.18643E-07   -0.51017E-10
  5597    0.44659E-01    0.90635E-03    0.00000E+00   -0.73059E-03    0.42166E-09    0.18631E-07   -0.50630E-10
  5598    0.44602E-01    0.90295E-03    0.00000E+00   -0.72445E-03    0.42154E-09    0.18619E-07   -0.50246E-10
  5599    0.44545E-01    0.89954E-03    0.00000E+00   -0.71831E-03    0.42142E-09    0.18607E-07   -0.49864E-10
  5600    0.44488E-01    0.89622E-03    0.00000E+00   -0.71210E-03    0.42130E-09    0.18595E-07   -0.49485E-10
  5601    0.44431E-01    0.89289E-03    0.00000E+00   -0.70589E-03    0.42117E-09    0.18582E-07   -0.49108E-10
  5602    0.44373E-01    0.88956E-03    0.00000E+00   -0.69976E-03    0.42105E-09    0.18570E-07   -0.48733E-10
  5603    0.44316E-01    0.88623E-03    0.00000E+00   -0.69356E-03    0.42093E-09    0.18557E-07   -0.48361E-10
  5604    0.44257E-01    0.88305E-03    0.00000E+00   -0.68728E-03    0.42081E-09    0.18545E-07   -0.47991E-10
  5605    0.44200E-01    0.87972E-03    0.00000E+00   -0.68101E-03    0.42069E-09    0.18532E-07   -0.47624E-10
  5606    0.44142E-01    0.87654E-03    0.00000E+00   -0.67481E-03    0.42057E-09    0.18519E-07   -0.47259E-10
  5607    0.44083E-01    0.87343E-03    0.00000E+00   -0.66854E-03    0.42045E-09    0.18507E-07   -0.46896E-10
  5608    0.44025E-01    0.87018E-03    0.00000E+00   -0.66228E-03    0.42032E-09    0.18494E-07   -0.46536E-10
  5609    0.43968E-01    0.86707E-03    0.00000E+00   -0.65609E-03    0.42020E-09    0.18481E-07   -0.46179E-10
  5610    0.43909E-01    0.86396E-03    0.00000E+00   -0.64983E-03    0.42008E-09    0.18468E-07   -0.45823E-10
  5611    0.43851E-01    0.86093E-03    0.00000E+00   -0.64349E-03    0.41996E-09    0.18455E-07   -0.45470E-10
  5612    0.43792E-01    0.85782E-03    0.00000E+00   -0.63723E-03    0.41984E-09    0.18442E-07   -0.45119E-10
  5613    0.43734E-01    0.85479E-03    0.00000E+00   -0.63098E-03    0.41972E-09    0.18429E-07   -0.44771E-10
  5614    0.43675E-01    0.85183E-03    0.00000E+00   -0.62472E-03    0.41960E-09    0.18416E-07   -0.44425E-10
  5615    0.43617E-01    0.84887E-03    0.00000E+00   -0.61847E-03    0.41948E-09    0.18403E-07   -0.44081E-10
  5616    0.43558E-01    0.84593E-03    0.00000E+00   -0.61223E-03    0.41936E-09    0.18389E-07   -0.43740E-10
  5617    0.43499E-01    0.84294E-03    0.00000E+00   -0.60600E-03    0.41923E-09    0.18376E-07   -0.43401E-10
  5618    0.43440E-01    0.84003E-03    0.00000E+00   -0.59977E-03    0.41911E-09    0.18363E-07   -0.43064E-10
  5619    0.43380E-01    0.83720E-03    0.00000E+00   -0.59354E-03    0.41899E-09    0.18349E-07   -0.42730E-10
  5620    0.43322E-01    0.83429E-03    0.00000E+00   -0.58731E-03    0.41887E-09    0.18336E-07   -0.42398E-10
  5621    0.43261E-01    0.83145E-03    0.00000E+00   -0.58109E-03    0.41875E-09    0.18322E-07   -0.42068E-10
  5622    0.43202E-01    0.82869E-03    0.00000E+00   -0.57494E-03    0.41863E-09    0.18309E-07   -0.41740E-10
  5623    0.43143E-01    0.82593E-03    0.00000E+00   -0.56872E-03    0.41851E-09    0.18295E-07   -0.41415E-10
  5624    0.43082E-01    0.82316E-03    0.00000E+00   -0.56258E-03    0.41839E-09    0.18281E-07   -0.41092E-10
  5625    0.43022E-01    0.82046E-03    0.00000E+00   -0.55643E-03    0.41827E-09    0.18267E-07   -0.40771E-10
  5626    0.42963E-01    0.81768E-03    0.00000E+00   -0.55029E-03    0.41815E-09    0.18253E-07   -0.40453E-10
  5627    0.42902E-01    0.81498E-03    0.00000E+00   -0.54415E-03    0.41803E-09    0.18240E-07   -0.40137E-10
  5628    0.42842E-01    0.81235E-03    0.00000E+00   -0.53809E-03    0.41791E-09    0.18226E-07   -0.39823E-10
  5629    0.42782E-01    0.80979E-03    0.00000E+00   -0.53202E-03    0.41779E-09    0.18212E-07   -0.39511E-10
  5630    0.42722E-01    0.80716E-03    0.00000E+00   -0.52596E-03    0.41767E-09    0.18198E-07   -0.39201E-10
  5631    0.42661E-01    0.80461E-03    0.00000E+00   -0.51997E-03    0.41755E-09    0.18183E-07   -0.38894E-10
  5632    0.42601E-01    0.80199E-03    0.00000E+00   -0.51391E-03    0.41743E-09    0.18169E-07   -0.38589E-10
  5633    0.42540E-01    0.79951E-03    0.00000E+00   -0.50794E-03    0.41731E-09    0.18155E-07   -0.38286E-10
  5634    0.42479E-01    0.79697E-03    0.00000E+00   -0.50203E-03    0.41719E-09    0.18141E-07   -0.37986E-10
  5635    0.42417E-01    0.79451E-03    0.00000E+00   -0.49614E-03    0.41707E-09    0.18126E-07   -0.37688E-10
  5636    0.42357E-01    0.79204E-03    0.00000E+00   -0.49024E-03    0.41695E-09    0.18112E-07   -0.37391E-10
  5637    0.42295E-01    0.78972E-03    0.00000E+00   -0.48434E-03    0.41683E-09    0.18098E-07   -0.37097E-10
  5638    0.42234E-01    0.78726E-03    0.00000E+00   -0.47853E-03    0.41671E-09    0.18083E-07   -0.36806E-10
  5639    0.42173E-01    0.78494E-03    0.00000E+00   -0.47271E-03    0.41659E-09    0.18069E-07   -0.36516E-10
  5640    0.42111E-01    0.78254E-03    0.00000E+00   -0.46696E-03    0.41647E-09    0.18054E-07   -0.36229E-10
  5641    0.42050E-01    0.78022E-03    0.00000E+00   -0.46122E-03    0.41635E-09    0.18039E-07   -0.35943E-10
  5642    0.41989E-01    0.77789E-03    0.00000E+00   -0.45548E-03    0.41623E-09    0.18025E-07   -0.35660E-10
  5643    0.41926E-01    0.77563E-03    0.00000E+00   -0.44980E-03    0.41611E-09    0.18010E-07   -0.35379E-10
  5644    0.41865E-01    0.77338E-03    0.00000E+00   -0.44420E-03    0.41599E-09    0.17995E-07   -0.35100E-10
  5645    0.41803E-01    0.77105E-03    0.00000E+00   -0.43859E-03    0.41587E-09    0.17980E-07   -0.34824E-10
  5646    0.41741E-01    0.76886E-03    0.00000E+00   -0.43302E-03    0.41575E-09    0.17965E-07   -0.34549E-10
  5647    0.41679E-01    0.76667E-03    0.00000E+00   -0.42750E-03    0.41563E-09    0.17950E-07   -0.34277E-10
  5648    0.41617E-01    0.76448E-03    0.00000E+00   -0.42201E-03    0.41552E-09    0.17935E-07   -0.34007E-10
  5649    0.41556E-01    0.76228E-03    0.00000E+00   -0.41655E-03    0.41540E-09    0.17920E-07   -0.33738E-10
  5650    0.41493E-01    0.76016E-03    0.00000E+00   -0.41115E-03    0.41528E-09    0.17905E-07   -0.33472E-10
  5651    0.41431E-01    0.75797E-03    0.00000E+00   -0.40578E-03    0.41516E-09    0.17890E-07   -0.33208E-10
  5652    0.41368E-01    0.75593E-03    0.00000E+00   -0.40045E-03    0.41504E-09    0.17875E-07   -0.32946E-10
  5653    0.41306E-01    0.75381E-03    0.00000E+00   -0.39516E-03    0.41492E-09    0.17860E-07   -0.32687E-10
  5654    0.41244E-01    0.75171E-03    0.00000E+00   -0.38992E-03    0.41480E-09    0.17844E-07   -0.32429E-10
  5655    0.41182E-01    0.74967E-03    0.00000E+00   -0.38472E-03    0.41468E-09    0.17829E-07   -0.32173E-10
  5656    0.41119E-01    0.74779E-03    0.00000E+00   -0.37957E-03    0.41456E-09    0.17813E-07   -0.31920E-10
  5657    0.41056E-01    0.74575E-03    0.00000E+00   -0.37446E-03    0.41445E-09    0.17798E-07   -0.31668E-10
  5658    0.40993E-01    0.74372E-03    0.00000E+00   -0.36940E-03    0.41433E-09    0.17782E-07   -0.31419E-10
  5659    0.40931E-01    0.74184E-03    0.00000E+00   -0.36437E-03    0.41421E-09    0.17767E-07   -0.31172E-10
  5660    0.40868E-01    0.73987E-03    0.00000E+00   -0.35940E-03    0.41409E-09    0.17751E-07   -0.30926E-10
  5661    0.40805E-01    0.73798E-03    0.00000E+00   -0.35447E-03    0.41397E-09    0.17736E-07   -0.30683E-10
  5662    0.40743E-01    0.73610E-03    0.00000E+00   -0.34960E-03    0.41385E-09    0.17720E-07   -0.30442E-10
  5663    0.40679E-01    0.73421E-03    0.00000E+00   -0.34476E-03    0.41373E-09    0.17704E-07   -0.30203E-10
  5664    0.40616E-01    0.73232E-03    0.00000E+00   -0.33997E-03    0.41362E-09    0.17688E-07   -0.29965E-10
  5665    0.40553E-01    0.73050E-03    0.00000E+00   -0.33523E-03    0.41350E-09    0.17672E-07   -0.29730E-10
  5666    0.40490E-01    0.72868E-03    0.00000E+00   -0.33054E-03    0.41338E-09    0.17656E-07   -0.29497E-10
  5667    0.40427E-01    0.72679E-03    0.00000E+00   -0.32590E-03    0.41326E-09    0.17641E-07   -0.29266E-10
  5668    0.40364E-01    0.72504E-03    0.00000E+00   -0.32131E-03    0.41314E-09    0.17625E-07   -0.29037E-10
  5669    0.40301E-01    0.72323E-03    0.00000E+00   -0.31676E-03    0.41303E-09    0.17608E-07   -0.28810E-10
  5670    0.40238E-01    0.72156E-03    0.00000E+00   -0.31226E-03    0.41291E-09    0.17592E-07   -0.28584E-10
  5671    0.40175E-01    0.71973E-03    0.00000E+00   -0.30783E-03    0.41279E-09    0.17576E-07   -0.28361E-10
  5672    0.40111E-01    0.71806E-03    0.00000E+00   -0.30343E-03    0.41267E-09    0.17560E-07   -0.28140E-10
  5673    0.40047E-01    0.71639E-03    0.00000E+00   -0.29909E-03    0.41255E-09    0.17544E-07   -0.27921E-10
  5674    0.39985E-01    0.71464E-03    0.00000E+00   -0.29480E-03    0.41244E-09    0.17527E-07   -0.27703E-10
  5675    0.39921E-01    0.71296E-03    0.00000E+00   -0.29056E-03    0.41232E-09    0.17511E-07   -0.27488E-10
  5676    0.39857E-01    0.71135E-03    0.00000E+00   -0.28638E-03    0.41220E-09    0.17495E-07   -0.27274E-10
  5677    0.39794E-01    0.70968E-03    0.00000E+00   -0.28224E-03    0.41208E-09    0.17478E-07   -0.27063E-10
  5678    0.39730E-01    0.70800E-03    0.00000E+00   -0.27815E-03    0.41197E-09    0.17462E-07   -0.26853E-10
  5679    0.39667E-01    0.70646E-03    0.00000E+00   -0.27412E-03    0.41185E-09    0.17445E-07   -0.26646E-10
  5680    0.39604E-01    0.70486E-03    0.00000E+00   -0.27014E-03    0.41173E-09    0.17429E-07   -0.26440E-10
  5681    0.39540E-01    0.70327E-03    0.00000E+00   -0.26622E-03    0.41161E-09    0.17412E-07   -0.26236E-10
  5682    0.39476E-01    0.70174E-03    0.00000E+00   -0.26234E-03    0.41150E-09    0.17396E-07   -0.26034E-10
  5683    0.39414E-01    0.70013E-03    0.00000E+00   -0.25852E-03    0.41138E-09    0.17379E-07   -0.25834E-10
  5684    0.39350E-01    0.69861E-03    0.00000E+00   -0.25476E-03    0.41126E-09    0.17362E-07   -0.25636E-10
  5685    0.39286E-01    0.69708E-03    0.00000E+00   -0.25103E-03    0.41115E-09    0.17345E-07   -0.25440E-10
  5686    0.39223E-01    0.69555E-03    0.00000E+00   -0.24736E-03    0.41103E-09    0.17328E-07   -0.25245E-10
  5687    0.39160E-01    0.69402E-03    0.00000E+00   -0.24375E-03    0.41091E-09    0.17312E-07   -0.25053E-10
  5688    0.39096E-01    0.69256E-03    0.00000E+00   -0.24019E-03    0.41079E-09    0.17295E-07   -0.24862E-10
  5689    0.39034E-01    0.69102E-03    0.00000E+00   -0.23668E-03    0.41068E-09    0.17278E-07   -0.24674E-10
  5690    0.38969E-01    0.68956E-03    0.00000E+00   -0.23323E-03    0.41056E-09    0.17261E-07   -0.24487E-10
  5691    0.38906E-01    0.68816E-03    0.00000E+00   -0.22982E-03    0.41044E-09    0.17244E-07   -0.24302E-10
  5692    0.38843E-01    0.68662E-03    0.00000E+00   -0.22647E-03    0.41033E-09    0.17227E-07   -0.24118E-10
  5693    0.38780E-01    0.68523E-03    0.00000E+00   -0.22317E-03    0.41021E-09    0.17209E-07   -0.23937E-10
  5694    0.38716E-01    0.68376E-03    0.00000E+00   -0.21992E-03    0.41009E-09    0.17192E-07   -0.23757E-10
  5695    0.38653E-01    0.68237E-03    0.00000E+00   -0.21672E-03    0.40998E-09    0.17175E-07   -0.23580E-10
  5696    0.38589E-01    0.68090E-03    0.00000E+00   -0.21357E-03    0.40986E-09    0.17158E-07   -0.23404E-10
  5697    0.38526E-01    0.67951E-03    0.00000E+00   -0.21047E-03    0.40974E-09    0.17140E-07   -0.23230E-10
  5698    0.38463E-01    0.67811E-03    0.00000E+00   -0.20742E-03    0.40963E-09    0.17123E-07   -0.23057E-10
  5699    0.38399E-01    0.67672E-03    0.00000E+00   -0.20443E-03    0.40951E-09    0.17106E-07   -0.22887E-10
  5700    0.38336E-01    0.67540E-03    0.00000E+00   -0.20149E-03    0.40939E-09    0.17088E-07   -0.22718E-10
  5701    0.38273E-01    0.67399E-03    0.00000E+00   -0.19860E-03    0.40928E-09    0.17071E-07   -0.22551E-10
  5702    0.38209E-01    0.67260E-03    0.00000E+00   -0.19575E-03    0.40916E-09    0.17053E-07   -0.22386E-10
  5703    0.38146E-01    0.67127E-03    0.00000E+00   -0.19296E-03    0.40905E-09    0.17036E-07   -0.22223E-10
  5704    0.38084E-01    0.66994E-03    0.00000E+00   -0.19022E-03    0.40893E-09    0.17018E-07   -0.22061E-10
  5705    0.38019E-01    0.66853E-03    0.00000E+00   -0.18752E-03    0.40881E-09    0.17000E-07   -0.21901E-10
  5706    0.37956E-01    0.66721E-03    0.00000E+00   -0.18488E-03    0.40870E-09    0.16983E-07   -0.21743E-10
  5707    0.37893E-01    0.66588E-03    0.00000E+00   -0.18228E-03    0.40858E-09    0.16965E-07   -0.21587E-10
  5708    0.37831E-01    0.66463E-03    0.00000E+00   -0.17974E-03    0.40847E-09    0.16947E-07   -0.21432E-10
  5709    0.37767E-01    0.66330E-03    0.00000E+00   -0.17723E-03    0.40835E-09    0.16930E-07   -0.21279E-10
  5710    0.37704E-01    0.66198E-03    0.00000E+00   -0.17478E-03    0.40823E-09    0.16912E-07   -0.21128E-10
  5711    0.37641E-01    0.66073E-03    0.00000E+00   -0.17238E-03    0.40812E-09    0.16894E-07   -0.20978E-10
  5712    0.37578E-01    0.65940E-03    0.00000E+00   -0.17002E-03    0.40800E-09    0.16876E-07   -0.20831E-10
  5713    0.37517E-01    0.65815E-03    0.00000E+00   -0.16770E-03    0.40789E-09    0.16858E-07   -0.20685E-10
  5714    0.37453E-01    0.65683E-03    0.00000E+00   -0.16544E-03    0.40777E-09    0.16840E-07   -0.20540E-10
  5715    0.37391E-01    0.65558E-03    0.00000E+00   -0.16322E-03    0.40766E-09    0.16822E-07   -0.20398E-10
  5716    0.37328E-01    0.65432E-03    0.00000E+00   -0.16104E-03    0.40754E-09    0.16804E-07   -0.20257E-10
  5717    0.37266E-01    0.65307E-03    0.00000E+00   -0.15890E-03    0.40742E-09    0.16786E-07   -0.20117E-10
  5718    0.37203E-01    0.65180E-03    0.00000E+00   -0.15681E-03    0.40731E-09    0.16768E-07   -0.19980E-10
  5719    0.37140E-01    0.65054E-03    0.00000E+00   -0.15477E-03    0.40719E-09    0.16749E-07   -0.19844E-10
  5720    0.37078E-01    0.64928E-03    0.00000E+00   -0.15277E-03    0.40708E-09    0.16731E-07   -0.19710E-10
  5721    0.37015E-01    0.64802E-03    0.00000E+00   -0.15081E-03    0.40696E-09    0.16713E-07   -0.19577E-10
  5722    0.36953E-01    0.64675E-03    0.00000E+00   -0.14889E-03    0.40685E-09    0.16695E-07   -0.19446E-10
  5723    0.36890E-01    0.64548E-03    0.00000E+00   -0.14701E-03    0.40673E-09    0.16676E-07   -0.19317E-10
  5724    0.36828E-01    0.64428E-03    0.00000E+00   -0.14518E-03    0.40662E-09    0.16658E-07   -0.19189E-10
  5725    0.36766E-01    0.64301E-03    0.00000E+00   -0.14338E-03    0.40650E-09    0.16640E-07   -0.19063E-10
  5726    0.36704E-01    0.64174E-03    0.00000E+00   -0.14163E-03    0.40639E-09    0.16621E-07   -0.18939E-10
  5727    0.36642E-01    0.64054E-03    0.00000E+00   -0.13991E-03    0.40627E-09    0.16603E-07   -0.18816E-10
  5728    0.36580E-01    0.63927E-03    0.00000E+00   -0.13823E-03    0.40616E-09    0.16584E-07   -0.18695E-10
  5729    0.36518E-01    0.63807E-03    0.00000E+00   -0.13660E-03    0.40604E-09    0.16566E-07   -0.18575E-10
  5730    0.36455E-01    0.63680E-03    0.00000E+00   -0.13500E-03    0.40593E-09    0.16547E-07   -0.18457E-10
  5731    0.36393E-01    0.63559E-03    0.00000E+00   -0.13344E-03    0.40581E-09    0.16528E-07   -0.18341E-10
  5732    0.36332E-01    0.63436E-03    0.00000E+00   -0.13191E-03    0.40570E-09    0.16510E-07   -0.18226E-10
  5733    0.36270E-01    0.63314E-03    0.00000E+00   -0.13041E-03    0.40558E-09    0.16491E-07   -0.18112E-10
  5734    0.36208E-01    0.63191E-03    0.00000E+00   -0.12897E-03    0.40547E-09    0.16472E-07   -0.18001E-10
  5735    0.36147E-01    0.63070E-03    0.00000E+00   -0.12754E-03    0.40535E-09    0.16454E-07   -0.17891E-10
  5736    0.36085E-01    0.62946E-03    0.00000E+00   -0.12615E-03    0.40524E-09    0.16435E-07   -0.17782E-10
  5737    0.36023E-01    0.62825E-03    0.00000E+00   -0.12480E-03    0.40513E-09    0.16416E-07   -0.17675E-10
  5738    0.35962E-01    0.62702E-03    0.00000E+00   -0.12348E-03    0.40501E-09    0.16397E-07   -0.17570E-10
  5739    0.35900E-01    0.62579E-03    0.00000E+00   -0.12219E-03    0.40490E-09    0.16378E-07   -0.17466E-10
  5740    0.35839E-01    0.62456E-03    0.00000E+00   -0.12093E-03    0.40478E-09    0.16359E-07   -0.17363E-10
  5741    0.35778E-01    0.62334E-03    0.00000E+00   -0.11971E-03    0.40467E-09    0.16340E-07   -0.17263E-10
  5742    0.35717E-01    0.62210E-03    0.00000E+00   -0.11851E-03    0.40455E-09    0.16321E-07   -0.17163E-10
  5743    0.35656E-01    0.62087E-03    0.00000E+00   -0.11735E-03    0.40444E-09    0.16302E-07   -0.17066E-10
  5744    0.35594E-01    0.61964E-03    0.00000E+00   -0.11622E-03    0.40433E-09    0.16283E-07   -0.16969E-10
  5745    0.35533E-01    0.61841E-03    0.00000E+00   -0.11510E-03    0.40421E-09    0.16264E-07   -0.16874E-10
  5746    0.35472E-01    0.61717E-03    0.00000E+00   -0.11403E-03    0.40410E-09    0.16245E-07   -0.16781E-10
  5747    0.35411E-01    0.61594E-03    0.00000E+00   -0.11297E-03    0.40398E-09    0.16226E-07   -0.16689E-10
  5748    0.35350E-01    0.61471E-03    0.00000E+00   -0.11194E-03    0.40387E-09    0.16207E-07   -0.16599E-10
  5749    0.35289E-01    0.61348E-03    0.00000E+00   -0.11095E-03    0.40376E-09    0.16187E-07   -0.16510E-10
  5750    0.35229E-01    0.61224E-03    0.00000E+00   -0.10997E-03    0.40364E-09    0.16168E-07   -0.16423E-10
  5751    0.35168E-01    0.61099E-03    0.00000E+00   -0.10901E-03    0.40353E-09    0.16149E-07   -0.16337E-10
  5752    0.35107E-01    0.60975E-03    0.00000E+00   -0.10809E-03    0.40342E-09    0.16130E-07   -0.16252E-10
  5753    0.35046E-01    0.60851E-03    0.00000E+00   -0.10718E-03    0.40330E-09    0.16110E-07   -0.16169E-10
  5754    0.34987E-01    0.60726E-03    0.00000E+00   -0.10630E-03    0.40319E-09    0.16091E-07   -0.16088E-10
  5755    0.34926E-01    0.60602E-03    0.00000E+00   -0.10544E-03    0.40307E-09    0.16071E-07   -0.16008E-10
  5756    0.34865E-01    0.60476E-03    0.00000E+00   -0.10460E-03    0.40296E-09    0.16052E-07   -0.15929E-10
  5757    0.34805E-01    0.60351E-03    0.00000E+00   -0.10379E-03    0.40285E-09    0.16032E-07   -0.15852E-10
  5758    0.34745E-01    0.60225E-03    0.00000E+00   -0.10298E-03    0.40273E-09    0.16013E-07   -0.15776E-10
  5759    0.34684E-01    0.60099E-03    0.00000E+00   -0.10221E-03    0.40262E-09    0.15993E-07   -0.15702E-10
  5760    0.34624E-01    0.59972E-03    0.00000E+00   -0.10144E-03    0.40251E-09    0.15974E-07   -0.15629E-10
  5761    0.34565E-01    0.59846E-03    0.00000E+00   -0.10070E-03    0.40239E-09    0.15954E-07   -0.15557E-10
  5762    0.34504E-01    0.59719E-03    0.00000E+00   -0.99977E-04    0.40228E-09    0.15935E-07   -0.15487E-10
  5763    0.34444E-01    0.59592E-03    0.00000E+00   -0.99267E-04    0.40217E-09    0.15915E-07   -0.15418E-10
